,MapRefNo,Neighborhood,GrLivArea,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
1409,905426100,Edwards,2008,1-STORY 1946 & NEWER ALL STYLES,RL,7800,Pave,0,Bnk,AllPub,Inside,2,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,6,603.0,1,0.0,293.0,896.0,GasA,Ex,1,SBrkr,1112,896,0,1.0,0.0,3,0,3,1,5,8,8,0,Attchd,1948.0,1,1.0,230.0,3,3,Y,103,0,0,0,0,0,0,8,2006,WD ,Normal,225000,12.323855681186558
2567,910200110,IDOTRR,1215,1-1/2 STORY FINISHED ALL AGES,RM,7000,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,375.0,1,0.0,345.0,720.0,GasA,Gd,1,FuseA,720,495,0,0.0,0.0,1,0,3,1,4,6,8,0,Detchd,1965.0,3,2.0,720.0,3,3,Y,0,0,30,0,0,0,0,5,2007,WD ,Normal,141000,11.856515169360305
2372,531369020,SawyerW,1512,1-STORY 1946 & NEWER ALL STYLES,RL,10141,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,4,3,PConc,4,3,4,4,516.0,3,774.0,222.0,1512.0,GasA,Ex,1,SBrkr,1512,0,0,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2004.0,2,3.0,845.0,3,3,Y,210,36,0,0,0,0,0,1,2009,WD ,Normal,203000,12.220961258023925
1177,531371070,SawyerW,1696,2-STORY 1946 & NEWER,RL,10110,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,80.0,5,555.0,200.0,835.0,GasA,Ex,1,SBrkr,835,861,0,1.0,0.0,2,1,3,1,4,7,8,0,Attchd,2003.0,2,2.0,542.0,3,3,Y,143,66,0,0,0,0,0,7,2008,WD ,Normal,188000,12.144197241812087
2247,528142150,NridgHt,1760,1-STORY 1946 & NEWER ALL STYLES,RL,12878,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418.0,4,3,PConc,4,3,1,5,1262.0,1,0.0,498.0,1760.0,GasA,Ex,1,SBrkr,1760,0,0,1.0,0.0,2,0,3,1,4,8,8,1,Attchd,2003.0,3,2.0,583.0,3,3,Y,165,190,0,0,0,0,0,6,2009,WD ,Normal,269500,12.504323669331189
2006,534278170,NAmes,964,1-STORY 1946 & NEWER ALL STYLES,RL,8243,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,3,4,CBlock,3,3,1,5,700.0,1,0.0,264.0,964.0,GasA,Ex,1,SBrkr,964,0,0,0.0,0.0,1,0,3,1,3,5,8,1,Detchd,1985.0,3,2.0,784.0,3,3,Y,170,0,0,0,0,0,0,2,2007,WD ,Normal,137500,11.831379196088763
1253,527210060,StoneBr,1922,1-STORY 1946 & NEWER ALL STYLES,RL,14157,Pave,1,HLS,AllPub,Corner,1,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,4,6,1249.0,1,0.0,673.0,1922.0,GasA,Ex,1,SBrkr,1922,0,0,1.0,0.0,2,0,3,1,4,8,8,1,Attchd,2005.0,3,3.0,676.0,3,3,Y,178,51,0,0,0,0,0,7,2007,WD ,Normal,377426,12.841129801965447
21,902201120,OldTown,789,1-STORY 1946 & NEWER ALL STYLES,RM,6000,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,104.0,4,169.0,516.0,789.0,GasA,Ex,1,SBrkr,789,0,0,0.0,0.0,1,0,2,1,3,5,8,0,Detchd,1948.0,1,1.0,250.0,3,3,Y,0,0,0,0,0,0,0,4,2008,WD ,Partial,115000,11.652687407345388
1305,527402090,NAmes,1109,SPLIT OR MULTI-LEVEL,RL,10500,Pave,0,Lvl,AllPub,FR2,1,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,3,3,CBlock,3,3,3,5,349.0,1,0.0,23.0,372.0,GasA,TA,1,SBrkr,576,533,0,0.0,1.0,1,0,3,1,3,5,8,0,BuiltIn,1971.0,1,1.0,288.0,3,3,Y,35,0,0,0,0,0,0,12,2007,WD ,Normal,139000,11.842229212112828
2223,905106170,Sawyer,864,1-STORY 1946 & NEWER ALL STYLES,RL,7832,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,775.0,1,0.0,89.0,864.0,GasA,Ex,1,SBrkr,864,0,0,1.0,0.0,1,0,2,1,3,4,8,0,Detchd,1969.0,1,1.0,280.0,3,3,Y,226,0,0,0,0,0,0,5,2010,WD ,Normal,137250,11.829559359371776
671,527404020,NAmes,1180,1-STORY 1946 & NEWER ALL STYLES,RL,7830,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1180.0,1180.0,GasA,TA,1,SBrkr,1180,0,0,0.0,0.0,1,1,2,1,3,6,8,0,Attchd,1970.0,2,2.0,477.0,3,3,Y,0,45,0,0,0,0,0,3,2009,COD,Normal,128000,11.759785542901755
2429,535476360,NAmes,1851,2-STORY 1946 & NEWER,RL,9760,Pave,0,Lvl,AllPub,Inside,2,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,3,3,CBlock,3,3,4,4,536.0,3,117.0,169.0,822.0,GasA,Gd,1,SBrkr,1020,831,0,0.0,0.0,2,1,3,1,4,7,8,1,Attchd,1964.0,2,2.0,440.0,3,3,Y,239,42,0,0,0,0,0,7,2007,WD ,Normal,187000,12.138863895836725
1941,904302010,SWISU,1282,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4484,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,485.0,1,0.0,187.0,672.0,GasA,TA,0,SBrkr,778,504,0,1.0,0.0,1,0,2,1,3,4,8,0,Detchd,1942.0,1,1.0,240.0,3,3,Y,0,88,0,0,0,0,0,7,2007,WD ,Normal,108500,11.594505451962652
845,908127070,Edwards,1179,1-STORY 1946 & NEWER ALL STYLES,RL,8240,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1179.0,1179.0,GasA,Gd,1,SBrkr,1179,0,0,0.0,0.0,1,0,2,1,3,5,6,0,Attchd,1960.0,3,2.0,622.0,3,3,P,0,0,0,0,0,0,0,6,2007,WD ,Normal,110000,11.608235644774552
694,534275060,NAmes,894,1-STORY 1946 & NEWER ALL STYLES,RL,7436,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,734.0,1,0.0,160.0,894.0,GasA,Gd,1,SBrkr,894,0,0,1.0,0.0,1,0,2,1,3,5,8,1,Detchd,1988.0,1,2.0,396.0,3,3,Y,0,0,0,360,0,0,0,8,2009,WD ,Normal,141500,11.86005499606543
2130,526354020,NAmes,1851,1-STORY 1946 & NEWER ALL STYLES,RL,11727,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,3,4,CBlock,3,3,2,1,0.0,1,0.0,1851.0,1851.0,GasA,Gd,1,SBrkr,1851,0,0,0.0,0.0,2,0,3,1,3,8,8,1,Attchd,1969.0,3,2.0,506.0,3,3,Y,0,146,0,0,0,0,0,3,2006,WD ,Normal,192100,12.165771348756648
1353,534277070,NAmes,952,1-STORY 1946 & NEWER ALL STYLES,RL,8475,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228.0,1,0.0,724.0,952.0,GasA,Ex,1,FuseA,952,0,0,0.0,0.0,1,0,2,1,3,4,8,0,Detchd,1956.0,1,1.0,283.0,3,3,Y,0,0,0,0,0,0,0,4,2008,WD ,Normal,135750,11.818570237796182
1133,907290210,CollgCr,848,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,4435,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,685.0,1,0.0,163.0,848.0,GasA,Ex,1,SBrkr,848,0,0,1.0,0.0,1,0,1,1,4,4,8,0,Attchd,2003.0,3,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,5,2009,WD ,Normal,140000,11.84939770159144
869,907265100,CollgCr,1764,2-STORY 1946 & NEWER,RL,11690,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,4,3,PConc,4,3,3,1,0.0,1,0.0,850.0,850.0,GasA,Ex,1,SBrkr,886,878,0,0.0,0.0,2,1,3,1,4,7,8,1,Attchd,1999.0,1,2.0,560.0,3,3,Y,120,29,0,0,0,0,0,6,2008,WD ,Normal,207000,12.240474072247506
834,911226010,IDOTRR,894,1-STORY 1945 & OLDER,C (all),18000,Grvl,0,Low,AllPub,Inside,1,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,894.0,894.0,GasA,TA,1,SBrkr,894,0,0,0.0,0.0,1,0,2,1,3,6,8,0,Detchd,1994.0,2,3.0,1248.0,3,3,Y,0,20,0,0,0,0,560,8,2008,ConLD,Normal,81000,11.302204433654575
2113,924100040,Mitchel,1567,1-STORY 1946 & NEWER ALL STYLES,RL,9819,Pave,1,Lvl,AllPub,Inside,2,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,4,5,1567.0,1,0.0,0.0,1567.0,GasA,TA,1,SBrkr,1567,0,0,1.0,0.0,2,0,2,1,4,5,8,2,Attchd,1977.0,2,2.0,714.0,3,3,Y,264,32,0,0,0,0,0,5,2009,WD ,Normal,196000,12.185869938212655
627,528228360,Blmngtn,1511,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,2938,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,3,6,1038.0,1,0.0,330.0,1368.0,GasA,Ex,1,SBrkr,1511,0,0,1.0,0.0,2,0,2,1,4,5,8,1,Attchd,2002.0,3,2.0,398.0,3,3,Y,130,30,0,0,0,0,0,5,2006,WD ,Normal,246990,12.417103128960582
902,907252220,CollgCr,1872,2-STORY 1946 & NEWER,RL,11885,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,3,6,990.0,1,0.0,309.0,1299.0,GasA,Ex,1,SBrkr,1299,573,0,1.0,0.0,2,1,3,1,5,7,8,1,BuiltIn,2001.0,2,2.0,531.0,3,3,Y,160,122,0,0,0,0,0,11,2009,WD ,Normal,261500,12.474189562487116
2051,528346050,NoRidge,2006,1-STORY 1946 & NEWER ALL STYLES,RL,11675,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,495.0,4,3,PConc,4,3,3,6,1660.0,1,0.0,322.0,1982.0,GasA,Ex,1,SBrkr,2006,0,0,1.0,0.0,2,0,2,1,4,5,8,1,Attchd,1998.0,3,3.0,938.0,3,3,Y,144,33,0,0,0,0,0,7,2008,WD ,Normal,350000,12.765688433465597
321,531452100,SawyerW,1217,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,7175,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,1,6,278.0,1,0.0,939.0,1217.0,GasA,Gd,1,SBrkr,1217,0,0,0.0,0.0,2,0,2,1,4,5,8,0,Attchd,1991.0,2,2.0,484.0,3,3,Y,0,64,0,0,0,0,0,6,2006,WD ,Normal,151000,11.925035115797062
696,532351090,Sawyer,1728,DUPLEX - ALL STYLES AND AGES,RM,9100,Pave,0,Lvl,AllPub,Inside,1,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,3,3,1,3,1332.0,1,0.0,396.0,1728.0,GasA,TA,1,SBrkr,1728,0,0,1.0,0.0,2,0,6,2,3,10,8,0,Detchd,1963.0,1,2.0,504.0,3,3,Y,0,0,0,0,0,0,0,11,2006,ConLI,Abnorml,125000,11.736069016284437
1179,906200230,SawyerW,1822,1-1/2 STORY FINISHED ALL AGES,RL,23920,Pave,0,Lvl,AllPub,Inside,1,Feedr,Norm,1Fam,1.5Fin,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1105.0,1105.0,GasA,Ex,1,SBrkr,1105,717,0,0.0,0.0,2,0,4,1,4,7,6,1,Attchd,1984.0,1,2.0,515.0,3,3,P,0,195,1012,0,0,444,0,4,2007,WD ,Normal,228500,12.339291489316397
624,906230020,SawyerW,2787,DUPLEX - ALL STYLES AND AGES,RL,7939,Pave,0,Lvl,AllPub,Inside,1,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,Ex,1,SBrkr,1168,1619,0,2.0,0.0,4,2,6,2,3,8,8,2,BuiltIn,2000.0,3,4.0,820.0,3,3,Y,312,0,0,0,0,0,0,10,2009,WD ,Normal,269500,12.504323669331189
2399,907425030,CollgCr,848,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,4438,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4,3,3,6,662.0,1,0.0,186.0,848.0,GasA,Ex,1,SBrkr,848,0,0,1.0,0.0,1,0,1,1,4,3,8,1,Attchd,2004.0,2,2.0,420.0,3,3,Y,149,0,0,0,0,0,0,1,2008,WD ,Normal,149000,11.911701584927597
1480,923225370,MeadowV,988,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,1596,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,437.0,1,0.0,25.0,462.0,GasA,TA,1,SBrkr,526,462,0,1.0,0.0,1,0,1,1,3,4,8,1,BuiltIn,1973.0,2,1.0,297.0,3,3,Y,0,101,0,120,0,0,0,7,2008,WD ,Normal,94900,11.460578984598019
1090,526354070,NAmes,2112,2-STORY 1946 & NEWER,RL,11075,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,2,5,500.0,2,276.0,176.0,952.0,GasA,TA,1,SBrkr,1092,1020,0,0.0,0.0,2,1,4,1,3,9,8,2,Attchd,1969.0,1,2.0,576.0,3,3,Y,280,0,0,0,0,0,0,6,2008,WD ,Normal,206900,12.239990863733635
848,528327070,NoRidge,2687,2-STORY 1946 & NEWER,RL,12720,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,2,6,1173.0,1,0.0,282.0,1455.0,GasA,Ex,1,SBrkr,1466,1221,0,1.0,0.0,2,1,4,1,4,10,8,2,BuiltIn,2000.0,2,3.0,810.0,3,3,Y,252,30,0,0,0,0,0,9,2009,WD ,Normal,327000,12.697715449879391
2165,533350120,Veenker,1671,1-STORY 1946 & NEWER ALL STYLES,RL,16280,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,4,5,2,6,1044.0,3,382.0,0.0,1426.0,GasA,Ex,1,SBrkr,1671,0,0,1.0,0.0,3,0,3,1,5,6,8,1,Attchd,1976.0,2,2.0,550.0,3,3,Y,280,90,0,0,0,0,0,5,2008,WD ,Normal,290000,12.577636201962656
780,535154060,NAmes,1329,1-STORY 1946 & NEWER ALL STYLES,RL,12285,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,3,1,4,544.0,1,0.0,785.0,1329.0,GasA,Gd,1,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,3,5,8,2,Attchd,1960.0,1,2.0,441.0,3,3,Y,0,0,203,0,0,0,0,8,2009,WD ,Normal,176000,12.078239274020289
605,528480090,Somerst,1468,1-STORY 1946 & NEWER ALL STYLES,FV,10440,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1414.0,1,0.0,54.0,1468.0,GasA,Ex,1,SBrkr,1468,0,0,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2005.0,3,2.0,528.0,3,3,Y,0,102,0,0,216,0,0,5,2010,WD ,Normal,271500,12.511717418356127
174,908127050,Edwards,1176,1-STORY 1946 & NEWER ALL STYLES,RL,16133,Pave,0,HLS,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,4,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,2,5,847.0,1,0.0,329.0,1176.0,GasA,TA,1,SBrkr,1176,0,0,1.0,0.0,1,0,2,1,3,5,8,0,Attchd,1969.0,1,1.0,360.0,3,3,Y,0,92,0,0,112,0,0,12,2006,WD ,Abnorml,119900,11.694413341015606
1202,909252110,Crawfor,1680,2-STORY 1945 & OLDER,RL,15576,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,Ex,1,SBrkr,840,840,0,0.0,0.0,2,0,4,1,3,8,8,0,Attchd,1960.0,1,1.0,308.0,3,3,Y,0,0,160,0,0,0,0,3,2008,WD ,Normal,177000,12.083905011555967
100,907280170,CollgCr,1417,1-STORY 1946 & NEWER ALL STYLES,RL,8750,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,4,3,PConc,4,3,3,6,1111.0,1,0.0,306.0,1417.0,GasA,Ex,1,SBrkr,1417,0,0,1.0,0.0,2,0,3,1,4,7,8,1,Attchd,1997.0,1,2.0,511.0,3,3,Y,60,0,0,0,117,0,0,8,2009,WD ,Normal,210000,12.254862809699606
1243,906201200,SawyerW,2730,2-STORY 1946 & NEWER,RL,10380,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3,3,4,2,28.0,5,1474.0,0.0,1502.0,GasA,Ex,1,SBrkr,1553,1177,0,1.0,0.0,2,1,4,1,4,8,8,1,Attchd,1987.0,3,2.0,576.0,3,3,Y,201,96,0,0,0,0,0,8,2007,WD ,Normal,301000,12.614865543731012
334,909256010,SWISU,1465,1-1/2 STORY FINISHED ALL AGES,RL,10164,Pave,0,Bnk,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,5,1939,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,3,2,646.0,1,0.0,346.0,992.0,GasA,Fa,1,SBrkr,992,473,0,0.0,0.0,2,0,3,1,3,6,8,2,Detchd,1939.0,1,1.0,240.0,3,3,Y,0,126,0,0,0,0,0,7,2006,WD ,Normal,131000,11.782952602183288
1705,528240030,Gilbert,1630,2-STORY 1946 & NEWER,RL,7984,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,4,3,PConc,4,3,1,1,0.0,1,0.0,868.0,868.0,GasA,Ex,1,SBrkr,868,762,0,0.0,0.0,2,1,3,1,4,7,8,1,BuiltIn,2004.0,3,2.0,436.0,3,3,Y,120,48,0,0,0,0,0,9,2009,WD ,Normal,189500,12.152144303504619
594,923203110,Mitchel,1204,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,4500,Pave,0,Lvl,AllPub,FR2,1,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,5,3,1,6,866.0,1,0.0,338.0,1204.0,GasA,Ex,1,SBrkr,1204,0,0,1.0,0.0,2,0,2,1,3,5,8,0,Attchd,1998.0,3,2.0,412.0,3,3,Y,0,247,0,0,0,0,0,6,2009,WD ,Normal,162000,11.99535161421452
1333,903429080,OldTown,1826,2-STORY 1945 & OLDER,RM,2500,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,3,3,1,5,299.0,1,0.0,611.0,910.0,GasA,Ex,1,SBrkr,916,910,0,1.0,0.0,1,1,4,1,5,7,6,1,Attchd,1915.0,1,1.0,164.0,2,2,Y,0,0,0,0,0,0,0,6,2009,WD ,Normal,155000,11.951180395901384
1551,906225210,SawyerW,996,SPLIT FOYER,RL,9069,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,747.0,1,0.0,189.0,936.0,GasA,Ex,1,SBrkr,996,0,0,1.0,0.0,1,0,2,1,4,5,8,0,Attchd,1992.0,1,2.0,564.0,3,3,Y,120,0,0,0,0,0,0,4,2010,WD ,Normal,147000,11.898187865760873
2156,531375110,SawyerW,1114,1-STORY 1946 & NEWER ALL STYLES,RL,13695,Pave,0,Lvl,AllPub,Inside,1,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,646.0,1,0.0,468.0,1114.0,GasA,Ex,1,SBrkr,1114,0,0,1.0,0.0,1,1,3,1,4,6,8,0,Detchd,2004.0,1,2.0,576.0,3,3,Y,0,102,0,0,0,0,0,6,2008,WD ,Normal,159000,11.976659481202368
1542,907401060,CollgCr,1928,2-STORY 1946 & NEWER,RL,8200,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,Ex,1,SBrkr,847,1081,0,0.0,0.0,2,1,4,1,4,8,8,1,BuiltIn,2003.0,3,2.0,434.0,3,3,Y,100,48,0,0,0,0,0,7,2007,WD ,Normal,219500,12.299107511497363
2191,534403100,NAmes,1350,SPLIT OR MULTI-LEVEL,RL,9020,Pave,0,Lvl,AllPub,Corner,1,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,3,3,CBlock,3,3,4,6,624.0,3,336.0,288.0,1248.0,GasA,TA,1,SBrkr,1350,0,0,1.0,0.0,1,1,3,1,3,6,8,0,Attchd,1964.0,2,2.0,520.0,3,3,Y,176,0,0,0,0,0,0,6,2008,WD ,Normal,168500,12.034691028774553
327,534252110,NAmes,1422,1-STORY 1946 & NEWER ALL STYLES,RL,12342,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,978.0,978.0,GasA,TA,1,SBrkr,1422,0,0,0.0,0.0,1,0,3,1,3,6,7,1,Attchd,1960.0,2,1.0,286.0,3,3,Y,0,0,36,0,0,0,600,8,2007,WD ,Normal,139900,11.848683160653573
1933,534401120,NAmes,1200,1-STORY 1946 & NEWER ALL STYLES,RL,8800,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3,3,1,4,654.0,1,0.0,520.0,1174.0,GasA,Ex,1,SBrkr,1200,0,0,0.0,1.0,2,0,3,1,3,6,8,1,Attchd,1966.0,2,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,10,2007,CWD,Normal,163500,12.004568269319446
640,528228580,Blmngtn,1500,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,4045,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,45.0,4,3,PConc,4,3,3,6,1070.0,1,0.0,286.0,1356.0,GasA,Ex,1,SBrkr,1500,0,0,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2006.0,3,3.0,648.0,3,3,Y,161,20,0,0,0,0,0,10,2006,New,Partial,246578,12.415433652431746
