,MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,Price/SF,BsmtPercentUnfinished,LowQualFinishedPercent,TotalAuxSF,relativeAuxSF,Price/AuxSF,SchD_S,GLA,LndAc_S,Ext1,OthAc_S,ImpAc_S,ValType,NmbrBRs,Rcrd_Yr,GarYrBlt,TtlBsmtSF,TxD_S,YrBuilt,PA-Strt,PA-StSfx,Central Air,Source,AcreNt_S,Ext2,TtlVal_AsrYr,PA-Nmbr,AcreGr,Rcrd_Mo,Cars,Date
1941,902134060,1376,96900,70,RM,7614,Pave,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Gd,Y,FuseA,714,662,0,0.0,0.0,1,0,2,1,TA,7,Typ,0,Detchd,1930.0,Unf,1.0,216.0,TA,TA,N,0,0,104,0,225,0,0,3,2006,WD ,Normal,2114.0,45.83727530747398,1.0,0.0,8159.0,-2517.488372093023,11.876455447971566,1,1376.0,28400,MetalSd,85200,0,F,2.0,2018.0,1930.0,738.0,1,1905.0,KELLOGG,AVE,Yes,Ames City Assessor,0.0,MetalSd,113600,909.0,0.0,3.0,1.0,10-Jul-20
1942,527404150,858,110000,20,RL,7340,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322.0,Unf,0.0,536.0,858.0,GasA,TA,Y,SBrkr,858,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1979.0,Unf,1.0,684.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD ,Normal,1716.0,64.1025641025641,0.6247086247086248,0.0,8024.0,-2652.488372093023,13.70887337986042,1,858.0,35100,Plywood,105100,0,F,2.0,2016.0,1979.0,858.0,1,1971.0,NIXON,AVE,Yes,Ames City Assessor,0.0,Plywood,140200,3214.0,0.0,5.0,1.0,10-Jul-20
1943,534475100,1063,128000,20,RL,9920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,LwQ,290.0,412.0,1056.0,GasA,TA,Y,SBrkr,1063,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1954.0,RFn,1.0,280.0,TA,TA,Y,0,0,164,0,0,0,0,2,2010,WD ,Normal,2119.0,60.40585181689476,0.39015151515151514,0.0,10364.0,-312.4883720930229,12.350443844075647,1,1063.0,37900,HdBoard,113700,0,F,3.0,2020.0,1954.0,1056.0,1,1954.0,CURTISS,AVE,Yes,Ames City Assessor,0.0,HdBoard,151600,1411.0,0.0,5.0,1.0,10-Jul-20
1944,528363110,2113,350000,20,RL,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,0.0,413.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,0,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,236,46,0,0,0,0,0,8,2008,WD ,Normal,4222.0,82.89909995262909,0.19582740635372214,0.0,11322.0,645.5116279069771,30.913266207383856,1,2113.0,99600,MetalSd,298900,0,F,2.0,2008.0,1995.0,2109.0,1,1995.0,ASPEN,RD,Yes,Ames City Assessor,0.0,MetalSd,398500,3118.0,0.0,8.0,3.0,10-Jul-20
1945,916460020,1491,178000,20,RL,7777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1491.0,1491.0,GasA,Ex,Y,SBrkr,1491,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,1996.0,Fin,2.0,571.0,TA,TA,Y,0,35,0,0,0,0,0,11,2007,WD ,Normal,2982.0,59.691482226693495,1.0,0.0,8383.0,-2293.488372093023,21.233448646069427,1,1491.0,55600,VinylSd,166900,0,B,3.0,2007.0,1996.0,1491.0,1,1996.0,WHITE OAK,DR,Yes,Ames City Assessor,0.0,VinylSd,222500,2810,0.0,11.0,2.0,10-Jul-20
1946,528142140,2332,316000,60,RL,10574,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,126.0,Gd,TA,PConc,Ex,TA,No,GLQ,856.0,Unf,0.0,292.0,1148.0,GasA,Ex,Y,SBrkr,1170,1162,0,1.0,0.0,2,1,4,1,Ex,9,Typ,1,BuiltIn,2004.0,Fin,3.0,756.0,TA,TA,Y,224,142,0,0,0,0,0,7,2008,WD ,Normal,3480.0,90.80459770114942,0.25435540069686413,0.0,11472.0,795.5116279069771,27.545327754532774,5,2332.0,94200,VinylSd,282400,0,F,4.0,2015.0,2004.0,1148.0,45,2004.0,HARRISON,RD,Yes,Ames City Assessor,0.0,VinylSd,376600,3113.0,0.0,3.0,3.0,10-Jul-20
1947,906392070,1232,194500,20,RL,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,508.0,1232.0,GasA,Ex,Y,SBrkr,1232,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2007.0,RFn,2.0,632.0,TA,TA,Y,132,0,0,0,0,0,0,2,2009,WD ,Normal,2464.0,78.93668831168831,0.41233766233766234,0.0,7946.0,-2730.488372093023,24.47772464132897,1,1214.0,56800,VinylSd,170400,0,F,2.0,2012.0,2007.0,1214.0,1,2007.0,DURANT,ST,Yes,Ames City Assessor,0.0,VinylSd,227200,5322,0.0,7.0,2.0,10-Jul-20
1948,904101110,1675,173000,20,RL,15263,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,Gd,TA,No,Rec,766.0,Unf,0.0,656.0,1422.0,GasA,Gd,Y,SBrkr,1675,0,0,0.0,0.0,2,0,3,1,TA,8,Typ,2,Attchd,1959.0,Unf,1.0,365.0,TA,TA,Y,0,132,0,0,0,0,0,5,2010,WD ,Normal,3097.0,55.860510171133356,0.4613220815752461,0.0,15760.0,5083.511627906977,10.97715736040609,1,1675.0,50400,HdBoard,151200,0,F,3.0,2018.0,1959.0,1422.0,1,1959.0,HYLAND,AVE,Yes,Ames City Assessor,0.0,HdBoard,201600,1115,0.0,5.0,1.0,10-Jul-20
1949,907412070,1436,210000,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946.0,Unf,0.0,490.0,1436.0,GasA,Ex,Y,SBrkr,1436,0,0,1.0,0.0,2,0,3,1,Gd,8,Typ,0,Attchd,2004.0,Unf,2.0,484.0,TA,TA,Y,139,98,0,0,0,0,0,4,2008,WD ,Normal,2872.0,73.11977715877437,0.3412256267409471,0.0,9032.0,-1644.488372093023,23.25066430469442,1,1436.0,65200,VinylSd,195700,0,F,3.0,2008.0,2004.0,1436.0,1,2004.0,WALLER,ST,Yes,Ames City Assessor,0.0,VinylSd,260900,4817,0.0,4.0,2.0,10-Jul-20
1950,903201080,1548,205000,50,RL,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasW,Gd,N,SBrkr,952,596,0,0.0,0.0,2,1,3,1,Ex,5,Typ,0,Detchd,1978.0,Unf,2.0,672.0,TA,TA,Y,74,0,0,0,144,0,0,10,2009,WD ,Normal,2500.0,82.0,1.0,0.0,8080.0,-2596.488372093023,25.371287128712872,1,1548.0,52100,Wd Sdng,156300,0,F,3.0,2020.0,1978.0,952.0,1,1925.0,ORCHARD,DR,No,Ames City Assessor,0.0,Wd Sdng,208400,1111,0.0,5.0,2.0,10-Jul-20
1951,534401120,1200,163500,20,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,Unf,0.0,520.0,1174.0,GasA,Ex,Y,SBrkr,1200,0,0,0.0,1.0,2,0,3,1,TA,6,Typ,1,Attchd,1966.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,10,2007,CWD,Normal,2374.0,68.87110362257793,0.44293015332197616,0.0,9240.0,-1436.488372093023,17.694805194805195,1,1200.0,48800,HdBoard,146300,0,F,3.0,2013.0,1966.0,1174.0,1,1966.0,COOLIDGE,DR,Yes,Ames City Assessor,0.0,Plywood,195100,1311.0,0.0,6.0,2.0,10-Jul-20
1952,902207140,720,105900,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,Y,SBrkr,720,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,106,0,0,0,0,0,0,5,2010,WD ,Normal,1344.0,78.79464285714286,1.0,0.0,9004.0,-1672.488372093023,11.761439360284317,1,720.0,32500,VinylSd,97300,0,F,2.0,2018.0,2005.0,624.0,1,1928.0,MAXWELL,AVE,Yes,Ames City Assessor,0.0,VinylSd,129800,925,0.0,6.0,2.0,10-Jul-20
1953,908127040,960,94750,20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,Unf,0.0,440.0,960.0,GasA,TA,Y,FuseF,960,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1965.0,Fin,1.0,432.0,TA,TA,P,120,0,0,0,0,0,0,5,2007,WD ,Normal,1920.0,49.348958333333336,0.4583333333333333,0.0,11353.0,676.5116279069771,8.345811679732229,1,960.0,38000,HdBoard,114000,0,B,3.0,2020.0,1965.0,960.0,1,1965.0,DOTSON,DR,Yes,Ames City Assessor,0.0,HdBoard,152000,205,0.0,1.0,1.0,10-Jul-20
1954,908127040,960,94750,20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,Unf,0.0,440.0,960.0,GasA,TA,Y,FuseF,960,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1965.0,Fin,1.0,432.0,TA,TA,P,120,0,0,0,0,0,0,5,2007,WD ,Normal,1920.0,49.348958333333336,0.4583333333333333,0.0,11353.0,676.5116279069771,8.345811679732229,1,960.0,38000,HdBoard,114000,0,B,3.0,2020.0,1965.0,960.0,1,1965.0,DOTSON,DR,Yes,Ames City Assessor,0.0,HdBoard,152000,205,0.0,1.0,1.0,10-Jul-20
1955,531376070,1162,170000,20,RL,9260,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1162.0,1162.0,GasA,Ex,Y,SBrkr,1162,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,0,32,0,0,0,0,0,3,2008,WD ,Normal,2324.0,73.14974182444062,1.0,0.0,9775.0,-901.4883720930229,17.391304347826086,1,1161.0,47400,VinylSd,142200,0,F,3.0,2015.0,2007.0,1161.0,1,2007.0,CALIFORNIA,AVE,Yes,Ames City Assessor,0.0,VinylSd,189600,1520.0,0.0,4.0,2.0,10-Jul-20
1958,527301170,2093,215000,60,RL,20544,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,791.0,791.0,GasA,Gd,Y,SBrkr,1236,857,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1986.0,Fin,2.0,542.0,TA,TA,Y,364,63,0,0,0,0,0,11,2008,WD ,Normal,2884.0,74.5492371705964,1.0,0.0,21149.0,10472.511627906977,10.165965293867322,1,2093.0,67900,Plywood,203500,0,F,3.0,2008.0,1986.0,791.0,1,1986.0,BUCHANAN,DR,Yes,Ames City Assessor,0.0,Plywood,271400,2322.0,0.0,11.0,2.0,10-Jul-20
1959,528240130,1733,185088,60,RL,8577,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,144,48,0,0,0,0,0,4,2010,WD ,Normal,2580.0,71.73953488372094,1.0,0.0,9058.0,-1618.488372093023,20.4336498123206,5,1733.0,56700,VinylSd,169900,0,F,3.0,2013.0,2004.0,847.0,45,2004.0,BRICKMAN,AVE,Yes,Ames City Assessor,0.0,VinylSd,226600,4002.0,0.0,7.0,2.0,10-Jul-20
1960,528275070,2256,236000,60,RL,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,652.0,952.0,GasA,Ex,Y,SBrkr,980,1276,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2000.0,Fin,2.0,554.0,TA,TA,Y,224,54,0,0,0,0,0,4,2009,WD ,Normal,3208.0,73.56608478802993,0.6848739495798319,0.0,9403.0,-1273.488372093023,25.098372859725618,5,2256.0,73200,VinylSd,208500,0,P,4.0,2009.0,2000.0,952.0,45,2000.0,WESTLAWN,DR,Yes,Ames City Assessor,0.0,VinylSd,281700,3813.0,0.0,4.0,2.0,10-Jul-20
1961,904302010,1282,108500,190,RL,4484,Pave,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,485.0,Unf,0.0,187.0,672.0,GasA,TA,N,SBrkr,778,504,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1942.0,Unf,1.0,240.0,TA,TA,Y,0,88,0,0,0,0,0,7,2007,WD ,Normal,1954.0,55.52712384851586,0.27827380952380953,0.0,4812.0,-5864.488372093023,22.547797173732334,1,1282.0,38300,Plywood,114900,0,F,2.0,2009.0,1942.0,672.0,1,1942.0,OAKLAND,ST,No,Ames City Assessor,0.0,Plywood,153200,2822,0.0,12.0,1.0,10-Jul-20
1963,534251030,1320,172500,85,RL,16500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962.0,Unf,0.0,270.0,1232.0,GasA,Fa,Y,SBrkr,1320,0,0,0.0,1.0,2,0,3,1,TA,5,Typ,1,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0,20,0,0,0,0,0,5,2009,WD ,Normal,2552.0,67.59404388714734,0.21915584415584416,0.0,17015.0,6338.511627906977,10.138113429327065,1,1320.0,60500,HdBoard,181500,0,F,3.0,2016.0,1971.0,1232.0,1,1971.0,MCKINLEY,CT,Yes,Ames City Assessor,0.0,HdBoard,242000,2233.0,0.0,12.0,2.0,10-Jul-20
1964,902406020,984,110000,20,RM,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,200.0,Unf,0.0,784.0,984.0,GasA,Gd,Y,SBrkr,984,0,0,1.0,0.0,1,0,2,1,Fa,5,Typ,0,Detchd,1959.0,Unf,1.0,308.0,TA,TA,N,0,0,0,0,0,0,0,6,2008,WD ,Normal,1968.0,55.89430894308943,0.7967479674796748,0.0,10058.0,-618.4883720930229,10.936567906144363,1,984.0,37200,MetalSd,111600,0,F,2.0,2012.0,1959.0,984.0,1,1959.0,6TH,ST,Yes,Ames City Assessor,0.0,MetalSd,148800,321,0.0,10.0,1.0,10-Jul-20
1965,906392080,1270,175900,20,RL,7242,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1270.0,1270.0,GasA,Ex,Y,SBrkr,1270,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2005.0,RFn,2.0,524.0,TA,TA,Y,0,96,0,0,0,0,0,7,2007,WD ,Normal,2540.0,69.25196850393701,1.0,0.0,7862.0,-2814.488372093023,22.373441872297125,1,1270.0,59200,VinylSd,177400,0,F,2.0,2017.0,2005.0,1270.0,1,2005.0,DURANT,ST,Yes,Ames City Assessor,0.0,VinylSd,236600,5318,0.0,8.0,2.0,10-Jul-20
1966,534175080,1680,213250,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,379.0,1650.0,GasA,Ex,Y,SBrkr,1680,0,0,1.0,0.0,2,0,3,1,Gd,7,Maj1,1,Attchd,1998.0,Fin,2.0,583.0,TA,TA,Y,78,73,0,0,0,0,0,6,2009,WD ,Normal,3330.0,64.03903903903904,0.2296969696969697,0.0,10796.0,119.51162790697708,19.752686180066693,1,1680.0,63100,VinylSd,189400,0,F,3.0,2015.0,1998.0,1650.0,1,1998.0,HAYES,AVE,Yes,Ames City Assessor,0.0,VinylSd,252500,2219.0,0.0,1.0,2.0,10-Jul-20
1967,533242080,1358,204000,20,FV,7321,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1339.0,1339.0,GasA,Ex,Y,SBrkr,1358,0,0,0.0,0.0,2,0,3,1,Gd,5,Typ,0,Detchd,1999.0,Unf,2.0,625.0,TA,TA,Y,176,174,0,0,0,0,0,12,2007,COD,Normal,2697.0,75.63959955506118,1.0,0.0,8120.0,-2556.488372093023,25.123152709359605,1,1358.0,63300,CemntBd,190000,0,F,3.0,2020.0,1999.0,1339.0,1,1999.0,CAMDEN,DR,Yes,Ames City Assessor,0.0,CmentBd,253300,2317.0,0.0,7.0,2.0,10-Jul-20
1968,914474020,1491,209000,20,RL,9116,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1491.0,1491.0,GasA,Ex,Y,SBrkr,1491,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2001.0,RFn,2.0,490.0,TA,TA,Y,120,100,0,0,0,0,0,5,2006,WD ,Normal,2982.0,70.08718980549966,1.0,0.0,9706.0,-970.4883720930229,21.533072326396045,1,1430.0,59100,VinylSd,177100,0,F,3.0,2017.0,2001.0,1430.0,1,2001.0,SAPPHIRE,CIR,Yes,Ames City Assessor,0.0,VinylSd,236200,3001,0.0,5.0,2.0,10-Jul-20
1969,534129040,1829,218500,20,RL,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,0.0,1323.0,1829.0,GasA,Gd,Y,SBrkr,1829,0,0,1.0,0.0,2,0,4,1,TA,8,Typ,0,Attchd,1967.0,RFn,2.0,535.0,TA,TA,Y,0,76,0,0,0,0,0,5,2010,WD ,Normal,3658.0,59.732094040459266,0.7233460907599781,0.0,11067.0,390.5116279069771,19.743381223457124,1,1829.0,61200,HdBoard,183400,0,F,4.0,2010.0,1967.0,1829.0,1,1967.0,PIERCE,AVE,Yes,Ames City Assessor,0.0,HdBoard,244600,2522.0,0.0,5.0,2.0,10-Jul-20
1970,535402270,1040,163000,20,RL,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,TA,6,Min1,1,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,156,0,0,0,0,5,2009,WD ,Normal,2080.0,78.36538461538461,0.10384615384615385,0.0,12136.0,1459.511627906977,13.431114040870138,1,1040.0,45300,HdBoard,135900,0,F,3.0,2010.0,1967.0,1040.0,1,1967.0,O NEIL,DR,Yes,Ames City Assessor,0.0,HdBoard,181200,113.0,0.0,1.0,2.0,10-Jul-20
1972,534475250,1691,175000,20,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,Unf,0.0,507.0,1680.0,GasA,TA,Y,SBrkr,1691,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1967.0,Unf,2.0,550.0,Gd,TA,Y,0,67,260,0,0,0,0,4,2009,WD ,Normal,3371.0,51.91337881934144,0.30178571428571427,0.0,10777.0,100.51162790697708,16.238285237078966,1,1691.0,56800,BrkComm,170300,0,F,2.0,2019.0,1967.0,1680.0,1,1967.0,NORTHWESTERN,AVE,Yes,Ames City Assessor,0.0,Brk Cmn,227100,1428.0,0.0,12.0,2.0,10-Jul-20
1973,527425025,914,128000,20,RL,17199,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,314.0,Unf,0.0,600.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Basment,1961.0,Unf,1.0,270.0,Fa,TA,Y,140,0,0,0,0,0,0,7,2007,WD ,Normal,1828.0,70.02188183807439,0.6564551422319475,0.0,17469.0,6792.511627906977,7.327265441639476,1,914.0,36100,MetalSd,108400,0,F,2.0,2020.0,1961.0,914.0,1,1961.0,TOP O HOLLOW,RD,Yes,Ames City Assessor,0.0,MetalSd,144500,1012.0,0.0,4.0,1.0,10-Jul-20
1974,902205140,901,107900,20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Ex,Y,SBrkr,901,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1954.0,Unf,1.0,281.0,Fa,TA,Y,0,0,0,0,0,0,0,8,2008,WD ,Normal,1802.0,59.87791342952275,1.0,0.0,6281.0,-4395.488372093023,17.17879318579844,1,901.0,32300,MetalSd,96800,0,F,2.0,2008.0,1954.0,901.0,1,1954.0,STAFFORD,AVE,Yes,Ames City Assessor,0.0,MetalSd,129100,1130.0,0.0,8.0,1.0,10-Jul-20
1975,906475200,1533,280000,20,RL,70761,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Attchd,1975.0,Unf,2.0,576.0,TA,TA,Y,200,54,0,0,0,0,0,12,2006,WD ,Normal,3066.0,91.32420091324201,0.5727332028701891,0.0,71391.0,60714.51162790698,3.922063005140704,1,2514.0,146800,CemntBd,440400,0,F,1.0,2006.0,2007.0,2512.0,1,1975.0,WESTBEND,DR,Yes,Ames City Assessor,0.0,CmentBd,587200,4927,0.0,12.0,2.0,10-Jul-20
